src,dest,ttl,win,len,mal
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
52.114.76.37 , 192.168.43.71 ,106,1025,40,1
192.168.43.71 , 52.114.76.37 ,128,1024,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
192.168.43.71 , 186.192.81.5 ,128,3564,60,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 192.30.253.124 ,128,67,41,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,40,1
186.192.81.5 , 192.168.43.71 ,48,56,40,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,40,1
186.192.81.5 , 192.168.43.71 ,48,56,40,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,40,1
186.192.81.5 , 192.168.43.71 ,48,56,40,1
186.192.81.5 , 192.168.43.71 ,48,56,40,1
186.192.81.5 , 192.168.43.71 ,48,56,40,1
186.192.81.5 , 192.168.43.71 ,48,56,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,40,1
186.192.81.5 , 192.168.43.71 ,48,56,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,60,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,60,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,52,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
186.192.81.5 , 192.168.43.71 ,48,56,1340,1
192.168.43.71 , 186.192.81.5 ,128,3564,40,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,74,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
192.168.43.71 , 186.192.81.5 ,128,3564,138,1
